ID,start,end,code,team,action,half,pos_x,pos_y
1350,1611.93,1631.93,33. Kirby Winfield III,Seattle United 06 Tango,Picking-ups,1st half,30.4,60.6
1351,1614,1634,33. Kirby Winfield III,Seattle United 06 Tango,Passes (inaccurate),1st half,29.3,53.5
1352,1614,1634,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,1st half,29.3,53.5
1353,1614.47,1634.47,18. Noname Noname,Sound FC 06,Bad ball control,1st half,74.3,19.1
1354,1614.47,1634.47,18. Noname Noname,Sound FC 06,Positional attacks,1st half,74.3,19.1
1355,1614.86,1634.86,18. Noname Noname,Sound FC 06,Fouls,1st half,74.2,19.1
1356,1614.86,1634.86,18. Noname Noname,Sound FC 06,Positional attacks,1st half,74.2,19.1
1357,1629.75,1649.75,33. Kirby Winfield III,Seattle United 06 Tango,Positional attacks,1st half,31.6,52.3
1358,1629.75,1649.75,33. Kirby Winfield III,Seattle United 06 Tango,Passes accurate,1st half,31.6,52.3
1359,1631.95,1651.95,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,51.5,11.0
1360,1634.07,1654.07,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,51.0,13.3
1361,1634.07,1654.07,40. Mateo Garces,Seattle United 06 Tango,Passes accurate,1st half,51.0,13.3
1362,1636.67,1656.67,21. Gian Lucca Weintraub,Seattle United 06 Tango,Positional attacks,1st half,70.6,9.0
1363,1639.46,1659.46,21. Gian Lucca Weintraub,Seattle United 06 Tango,Lost balls,1st half,71.3,20.2
1364,1639.46,1659.46,21. Gian Lucca Weintraub,Seattle United 06 Tango,Passes (inaccurate),1st half,70.1,16.8
1365,1639.46,1659.46,21. Gian Lucca Weintraub,Seattle United 06 Tango,Positional attacks,1st half,70.1,16.8
1366,1639.84,1659.84,8. Noname A19,Sound FC 06,Interceptions,1st half,33.7,47.8
1367,1639.84,1659.84,8. Noname A19,Sound FC 06,Positional attacks,1st half,33.7,47.8
1368,1642.05,1662.05,8. Noname A19,Sound FC 06,Passes accurate,1st half,32.2,57.3
1369,1644.8,1664.8,12. Noname A21,Sound FC 06,Passes (inaccurate),1st half,25.5,56.3
1370,1644.8,1664.8,12. Noname A21,Sound FC 06,Lost balls,1st half,27.6,56.7
1371,1644.8,1664.8,12. Noname A21,Sound FC 06,Lost balls (in opp. half),1st half,27.6,56.7
1372,1645.02,1665.02,23. Zoran Khan,Seattle United 06 Tango,Interceptions,1st half,77.4,11.3
1373,1645.02,1665.02,23. Zoran Khan,Seattle United 06 Tango,Interceptions (in opp. half),1st half,77.4,11.3
1374,1656.24,1676.24,12. Noname A21,Sound FC 06,Positional attacks,1st half,35.9,68.0
1375,1656.24,1676.24,12. Noname A21,Sound FC 06,Passes accurate,1st half,35.9,68.0
1376,1658.2,1678.2,9. Noname Noname,Sound FC 06,Positional attacks,1st half,42.0,56.6
1377,1658.2,1678.2,9. Noname Noname,Sound FC 06,Challenges (won),1st half,42.0,56.6
1378,1658.2,1678.2,21. Gian Lucca Weintraub,Seattle United 06 Tango,Challenges (lost),1st half,63,11.4
1379,1660.22,1680.22,21. Gian Lucca Weintraub,Seattle United 06 Tango,Fouls,1st half,61.5,11.0
1380,1660.22,1680.22,21. Gian Lucca Weintraub,Seattle United 06 Tango,Positional attacks,1st half,61.5,11.0
1381,1690.26,1710.26,4. Noname A17,Sound FC 06,Passes into the penalty box,1st half,46.1,55.9
1382,1690.26,1710.26,4. Noname A17,Sound FC 06,Free-kick attacks,1st half,46.1,55.9
1383,1690.26,1710.26,4. Noname A17,Sound FC 06,Free-kick attacks,1st half,46.1,55.9
1384,1690.26,1710.26,4. Noname A17,Sound FC 06,Passes accurate,1st half,46.1,55.9
1385,1693.19,1713.19,25. Benton Tameling,Seattle United 06 Tango,Challenges (won),1st half,10.7,32.4
1386,1693.19,1713.19,25. Benton Tameling,Seattle United 06 Tango,Free-kick attacks,1st half,10.7,32.4
1387,1693.19,1713.19,25. Benton Tameling,Seattle United 06 Tango,Air challenges (won),1st half,10.7,32.4
1388,1693.19,1713.19,7. Noname Noname,Sound FC 06,Air challenges (lost),1st half,94.3,35.6
1389,1693.19,1713.19,7. Noname Noname,Sound FC 06,Challenges (lost),1st half,94.3,35.6
1390,1694.95,1714.95,9. Noname Noname,Sound FC 06,Free-kick attacks,1st half,79.5,31.3
1391,1694.95,1714.95,9. Noname Noname,Sound FC 06,Passes (inaccurate),1st half,79.5,31.3
1392,1694.95,1714.95,9. Noname Noname,Sound FC 06,Passes into the penalty box,1st half,79.5,31.3
1393,1694.95,1714.95,9. Noname Noname,Sound FC 06,Free-kick attacks,1st half,79.5,31.3
1394,1694.95,1714.95,9. Noname Noname,Sound FC 06,Picking-ups,1st half,79.5,31.3
1395,1694.95,1714.95,9. Noname Noname,Sound FC 06,Key passes (inaccurate),1st half,79.5,31.3
1396,1694.95,1714.95,9. Noname Noname,Sound FC 06,Picking-ups (in opp. half),1st half,79.5,31.3
1397,1695.04,1715.04,18. Noname Noname,Sound FC 06,Free-kick attacks,1st half,99.5,35.6
1398,1696.71,1716.71,18. Noname Noname,Sound FC 06,Free-kick attacks,1st half,99.2,35.4
1399,1696.71,1716.71,18. Noname Noname,Sound FC 06,Lost balls,1st half,99.2,35.4
1400,1696.71,1716.71,18. Noname Noname,Sound FC 06,Offsides,1st half,99.2,35.4
1401,1717.39,1737.39,1. Finley Suess,Seattle United 06 Tango,Goal-kicks,1st half,5.1,35.6
1402,1717.39,1737.39,1. Finley Suess,Seattle United 06 Tango,Passes accurate,1st half,5.1,35.6
1403,1722.04,1742.04,33. Kirby Winfield III,Seattle United 06 Tango,Passes (inaccurate),1st half,14.1,35.0
1404,1724.03,1744.03,12. Noname A21,Sound FC 06,Interceptions,1st half,77.4,58.1
1405,1724.03,1744.03,12. Noname A21,Sound FC 06,Interceptions (in opp. half),1st half,77.4,58.1
1406,1725.43,1745.43,48. Nalyn Dungel,Seattle United 06 Tango,Challenges (won),1st half,21.1,16.8
1407,1725.43,1745.43,12. Noname A21,Sound FC 06,Challenges (lost),1st half,83.9,51.2
1408,1726.78,1746.78,40. Mateo Garces,Seattle United 06 Tango,Picking-ups,1st half,24.0,21.5
1409,1726.78,1746.78,40. Mateo Garces,Seattle United 06 Tango,Passes accurate,1st half,24.0,21.5
1410,1728.96,1748.96,42. Loic Charles-Antoine,Seattle United 06 Tango,Passes accurate,1st half,31.8,36.1
1411,1730.26,1750.26,43. Finn Harney,Seattle United 06 Tango,Lost balls (in opp. half),1st half,46.3,34.9
1412,1730.26,1750.26,43. Finn Harney,Seattle United 06 Tango,Lost balls,1st half,46.3,34.9
1413,1730.26,1750.26,43. Finn Harney,Seattle United 06 Tango,Bad ball control,1st half,46.3,34.9
1414,1731.93,1751.93,10. Noname A20,Sound FC 06,Picking-ups,1st half,47.7,31.1
1415,1731.93,1751.93,10. Noname A20,Sound FC 06,Passes accurate,1st half,47.7,31.1
1416,1731.93,1751.93,10. Noname A20,Sound FC 06,Counter-attacks,1st half,47.7,31.1
1417,1733.37,1753.37,14. Noname Noname,Sound FC 06,Counter-attacks,1st half,65.2,36.2
1418,1734.47,1754.47,14. Noname Noname,Sound FC 06,Challenges (lost),1st half,63.3,30.7
1419,1734.47,1754.47,42. Loic Charles-Antoine,Seattle United 06 Tango,Counter-attacks,1st half,41.7,37.3
1420,1734.47,1754.47,42. Loic Charles-Antoine,Seattle United 06 Tango,Challenges (won),1st half,41.7,37.3
1421,1734.47,1754.47,42. Loic Charles-Antoine,Seattle United 06 Tango,Tackles (Successful actions),1st half,41.7,37.3
1422,1734.47,1754.47,14. Noname Noname,Sound FC 06,Lost balls,1st half,63.3,30.7
1423,1735.48,1755.48,29. Jackson Peterson,Seattle United 06 Tango,Counter-attacks,1st half,43.1,42.7
1424,1735.48,1755.48,14. Noname Noname,Sound FC 06,Challenges (lost),1st half,61.9,25.3
1425,1735.48,1755.48,29. Jackson Peterson,Seattle United 06 Tango,Challenges (won),1st half,43.1,42.7
1426,1738.29,1758.29,29. Jackson Peterson,Seattle United 06 Tango,Counter-attacks,1st half,50.3,40.9
1427,1738.29,1758.29,29. Jackson Peterson,Seattle United 06 Tango,Passes (inaccurate),1st half,50.3,40.9
1428,1739.31,1759.31,10. Noname A20,Sound FC 06,Counter-attacks,1st half,38.1,28.4
1429,1739.31,1759.31,10. Noname A20,Sound FC 06,Interceptions,1st half,38.1,28.4
1430,1740.66,1760.66,29. Jackson Peterson,Seattle United 06 Tango,Lost balls,1st half,61.2,49.7
1431,1740.66,1760.66,29. Jackson Peterson,Seattle United 06 Tango,Challenges (lost),1st half,61.2,49.7
1432,1740.66,1760.66,14. Noname Noname,Sound FC 06,Counter-attacks,1st half,43.8,18.3
1433,1740.66,1760.66,14. Noname Noname,Sound FC 06,Challenges (won),1st half,43.8,18.3
1434,1741.37,1761.37,29. Jackson Peterson,Seattle United 06 Tango,Counter-attacks,1st half,61.5,50.0
1435,1741.37,1761.37,29. Jackson Peterson,Seattle United 06 Tango,Fouls,1st half,61.5,50.0
1436,1755.54,1775.54,5. Noname Noname,Sound FC 06,Passes accurate,1st half,42.0,17.6
1437,1755.54,1775.54,5. Noname Noname,Sound FC 06,Positional attacks,1st half,42.0,17.6
1438,1757.41,1777.41,14. Noname Noname,Sound FC 06,Positional attacks,1st half,71.7,34.8
1439,1757.41,1777.41,14. Noname Noname,Sound FC 06,Passes accurate,1st half,71.7,34.8
1440,1759.73,1779.73,8. Noname A19,Sound FC 06,Positional attacks,1st half,68.3,32.5
1441,1759.73,1779.73,8. Noname A19,Sound FC 06,Passes accurate,1st half,68.3,32.5
1442,1760.49,1780.49,7. Noname Noname,Sound FC 06,Positional attacks,1st half,79.6,17.4
1443,1761.98,1781.98,7. Noname Noname,Sound FC 06,Passes accurate,1st half,73.7,17.7
1444,1761.98,1781.98,7. Noname Noname,Sound FC 06,Positional attacks,1st half,73.7,17.7
1445,1762.96,1782.96,8. Noname A19,Sound FC 06,Passes accurate,1st half,68.4,13.9
1446,1762.96,1782.96,8. Noname A19,Sound FC 06,Positional attacks,1st half,68.4,13.9
1447,1764.3,1784.3,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,1st half,27.6,47.3
1448,1764.3,1784.3,42. Loic Charles-Antoine,Seattle United 06 Tango,Challenges (won),1st half,27.6,47.3
1449,1764.3,1784.3,42. Loic Charles-Antoine,Seattle United 06 Tango,Passes accurate,1st half,27.6,47.3
1450,1764.3,1784.3,14. Noname Noname,Sound FC 06,Challenges (lost),1st half,77.4,20.7
1451,1764.3,1784.3,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,1st half,27.6,47.3
1452,1765.74,1785.74,13. Noname Noname,Sound FC 06,Positional attacks,1st half,71.0,15.0
1453,1765.74,1785.74,13. Noname Noname,Sound FC 06,Positional attacks,1st half,71.0,15.0
1454,1765.74,1785.74,21. Gian Lucca Weintraub,Seattle United 06 Tango,Challenges (lost),1st half,34,53
1455,1765.74,1785.74,13. Noname Noname,Sound FC 06,Dribbling,1st half,71.0,15.0
1456,1765.74,1785.74,13. Noname Noname,Sound FC 06,Challenges (won),1st half,71.0,15.0
1457,1766.88,1786.88,13. Noname Noname,Sound FC 06,Positional attacks,1st half,72.1,18.8
1458,1766.88,1786.88,13. Noname Noname,Sound FC 06,Dribbles (Successful actions),1st half,72.1,18.8
1459,1766.88,1786.88,42. Loic Charles-Antoine,Seattle United 06 Tango,Tackles (Unsuccessful actions),1st half,32.9,49.2
1460,1766.88,1786.88,42. Loic Charles-Antoine,Seattle United 06 Tango,Challenges (lost),1st half,32.9,49.2
1461,1769.06,1789.06,13. Noname Noname,Sound FC 06,Positional attacks,1st half,80.3,24.0
1462,1769.06,1789.06,13. Noname Noname,Sound FC 06,Challenges (lost),1st half,80.3,24.0
1463,1769.06,1789.06,33. Kirby Winfield III,Seattle United 06 Tango,Challenges (won),1st half,24.7,44
1464,1769.06,1789.06,13. Noname Noname,Sound FC 06,Dribbles (Unsuccessful actions),1st half,80.3,24.0
1465,1769.06,1789.06,33. Kirby Winfield III,Seattle United 06 Tango,Tackles (Successful actions),1st half,24.7,44
1466,1770.12,1790.12,25. Benton Tameling,Seattle United 06 Tango,Positional attacks,1st half,21.3,36.7
1467,1770.12,1790.12,13. Noname Noname,Sound FC 06,Challenges (lost),1st half,83.7,31.3
1468,1770.12,1790.12,25. Benton Tameling,Seattle United 06 Tango,Challenges (won),1st half,21.3,36.7
1469,1773.01,1793.01,4. Noname A17,Sound FC 06,Lost balls,1st half,85.0,43.3
1470,1773.01,1793.01,4. Noname A17,Sound FC 06,Picking-ups (in opp. half),1st half,70.1,47.3
1471,1773.01,1793.01,4. Noname A17,Sound FC 06,Picking-ups,1st half,70.1,47.3
1472,1773.01,1793.01,4. Noname A17,Sound FC 06,Positional attacks,1st half,70.1,47.3
1473,1773.01,1793.01,4. Noname A17,Sound FC 06,Positional attacks,1st half,70.1,47.3
1474,1773.01,1793.01,4. Noname A17,Sound FC 06,Passes (inaccurate),1st half,70.1,47.3
1475,1778.12,1798.12,40. Mateo Garces,Seattle United 06 Tango,Picking-ups,1st half,5.9,8.8
1476,1778.12,1798.12,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,5.9,8.8
1477,1778.12,1798.12,40. Mateo Garces,Seattle United 06 Tango,Counter-attacks,1st half,5.9,8.8
1478,1778.12,1798.12,40. Mateo Garces,Seattle United 06 Tango,Passes accurate,1st half,5.9,8.8
1479,1779.76,1799.76,48. Nalyn Dungel,Seattle United 06 Tango,Counter-attacks,1st half,22.9,1.4
1480,1781.81,1801.81,48. Nalyn Dungel,Seattle United 06 Tango,Counter-attacks,1st half,30.9,1.9
1481,1781.81,1801.81,48. Nalyn Dungel,Seattle United 06 Tango,Passes accurate,1st half,30.9,1.9
1482,1786.86,1806.86,29. Jackson Peterson,Seattle United 06 Tango,Counter-attacks,1st half,57.6,52.9
1483,1789.51,1809.51,29. Jackson Peterson,Seattle United 06 Tango,Passes accurate,1st half,62.0,56.0
1484,1789.51,1809.51,29. Jackson Peterson,Seattle United 06 Tango,Counter-attacks,1st half,62.0,56.0
1485,1793.1,1813.1,7. Noname Noname,Sound FC 06,Challenges (won),1st half,7.8,7.1
1486,1793.1,1813.1,7. Noname Noname,Sound FC 06,Tackles (Successful actions),1st half,7.8,7.1
1487,1793.1,1813.1,47. Tate Macdonald,Seattle United 06 Tango,Dribbles (Unsuccessful actions),1st half,97.2,60.9
1488,1793.1,1813.1,47. Tate Macdonald,Seattle United 06 Tango,Challenges (lost),1st half,97.2,60.9
1489,1793.1,1813.1,47. Tate Macdonald,Seattle United 06 Tango,Counter-attacks,1st half,97.2,60.9
1490,1795.22,1815.22,13. Noname Noname,Sound FC 06,Picking-ups,1st half,6.5,18.0
1491,1795.22,1815.22,13. Noname Noname,Sound FC 06,Counter-attacks,1st half,6.5,18.0
1492,1795.22,1815.22,13. Noname Noname,Sound FC 06,Counter-attacks,1st half,6.5,18.0
1493,1795.22,1815.22,13. Noname Noname,Sound FC 06,Passes (inaccurate),1st half,6.5,18.0
1494,1795.51,1815.51,47. Tate Macdonald,Seattle United 06 Tango,Interceptions,1st half,98.8,52.0
1495,1795.51,1815.51,47. Tate Macdonald,Seattle United 06 Tango,Counter-attacks,1st half,98.8,52.0
1496,1795.51,1815.51,47. Tate Macdonald,Seattle United 06 Tango,Lost balls,1st half,98.8,52.0
1497,1795.51,1815.51,47. Tate Macdonald,Seattle United 06 Tango,Interceptions (in opp. half),1st half,98.8,52.0
1498,1832.14,1852.14,1. Noname A18,Sound FC 06,Passes accurate,1st half,5.4,34.1
1499,1832.14,1852.14,1. Noname A18,Sound FC 06,Goal-kicks,1st half,5.4,34.1
1500,1834.38,1854.38,14. Noname Noname,Sound FC 06,Lost balls,1st half,51.4,34.8
1501,1834.38,1854.38,14. Noname Noname,Sound FC 06,Lost balls (in opp. half),1st half,51.4,34.8
1502,1834.38,1854.38,14. Noname Noname,Sound FC 06,Air challenges (lost),1st half,51.4,34.8
1503,1834.38,1854.38,42. Loic Charles-Antoine,Seattle United 06 Tango,Positional attacks,1st half,53.6,33.2
1504,1834.38,1854.38,42. Loic Charles-Antoine,Seattle United 06 Tango,Challenges (won),1st half,53.6,33.2
1505,1834.38,1854.38,14. Noname Noname,Sound FC 06,Challenges (lost),1st half,51.4,34.8
1506,1834.38,1854.38,42. Loic Charles-Antoine,Seattle United 06 Tango,Air challenges (won),1st half,53.6,33.2
1507,1834.38,1854.38,42. Loic Charles-Antoine,Seattle United 06 Tango,Passes accurate,1st half,53.6,33.2
1508,1835.98,1855.98,46. Jacob Taylor,Seattle United 06 Tango,Challenges (won),1st half,64.8,27.0
1509,1835.98,1855.98,4. Noname A17,Sound FC 06,Challenges (lost),1st half,40.2,41
1510,1835.98,1855.98,46. Jacob Taylor,Seattle United 06 Tango,Positional attacks,1st half,64.8,27.0
1511,1837.98,1857.98,46. Jacob Taylor,Seattle United 06 Tango,Passes accurate,1st half,58.7,21.5
1512,1837.98,1857.98,46. Jacob Taylor,Seattle United 06 Tango,Positional attacks,1st half,58.7,21.5
1513,1839.31,1859.31,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,54.2,10.8
1514,1841.22,1861.22,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,57.6,3.0
1515,1841.22,1861.22,40. Mateo Garces,Seattle United 06 Tango,Lost balls,1st half,91.6,1.0
1516,1841.22,1861.22,40. Mateo Garces,Seattle United 06 Tango,Passes (inaccurate),1st half,57.6,3.0
1517,1872.57,1892.57,12. Noname A21,Sound FC 06,Passes accurate,1st half,24.6,68.0
1518,1874.57,1894.57,18. Noname Noname,Sound FC 06,Lost balls (in opp. half),1st half,36.3,68.0
1519,1874.57,1894.57,18. Noname Noname,Sound FC 06,Lost balls,1st half,36.3,68.0
1520,1874.57,1894.57,18. Noname Noname,Sound FC 06,Passes (inaccurate),1st half,40.3,62.4
1521,1882.07,1902.07,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,69.4,0.0
1522,1882.07,1902.07,40. Mateo Garces,Seattle United 06 Tango,Lost balls,1st half,79.3,10.4
1523,1882.07,1902.07,40. Mateo Garces,Seattle United 06 Tango,Passes (inaccurate),1st half,69.4,0.0
1524,1883.06,1903.06,4. Noname A17,Sound FC 06,Positional attacks,1st half,25.7,57.6
1525,1883.06,1903.06,4. Noname A17,Sound FC 06,Passes accurate,1st half,25.7,57.6
1526,1883.06,1903.06,4. Noname A17,Sound FC 06,Interceptions,1st half,25.7,57.6
1527,1885.44,1905.44,18. Noname Noname,Sound FC 06,Bad ball control,1st half,46.6,60.4
1528,1886.71,1906.71,18. Noname Noname,Sound FC 06,Challenges (lost),1st half,54.9,65.4
1529,1886.71,1906.71,18. Noname Noname,Sound FC 06,Lost balls,1st half,54.9,65.4
1530,1886.71,1906.71,25. Benton Tameling,Seattle United 06 Tango,Challenges (won),1st half,50.1,2.6
1531,1896.62,1916.62,40. Mateo Garces,Seattle United 06 Tango,Positional attacks,1st half,44.8,0.0
1532,1896.62,1916.62,40. Mateo Garces,Seattle United 06 Tango,Passes accurate,1st half,44.8,0.0
1533,1901.75,1921.75,43. Finn Harney,Seattle United 06 Tango,Challenges (lost),1st half,89.6,4.7
1534,1901.75,1921.75,4. Noname A17,Sound FC 06,Positional attacks,1st half,15.4,63.3
1535,1901.75,1921.75,43. Finn Harney,Seattle United 06 Tango,Lost balls,1st half,89.6,4.7
1536,1901.75,1921.75,4. Noname A17,Sound FC 06,Challenges (won),1st half,15.4,63.3
1537,1927.15,1947.15,10. Noname A20,Sound FC 06,Goal-kicks,1st half,5.5,33.8
1538,1927.15,1947.15,10. Noname A20,Sound FC 06,Passes (inaccurate),1st half,5.5,33.8
1539,1930.49,1950.49,33. Kirby Winfield III,Seattle United 06 Tango,Interceptions,1st half,47.5,38.6
1540,1942.64,1962.64,13. Noname Noname,Sound FC 06,Passes accurate,1st half,56.2,0.0
1541,1942.64,1962.64,13. Noname Noname,Sound FC 06,Positional attacks,1st half,56.2,0.0
1542,1944.37,1964.37,9. Noname Noname,Sound FC 06,Positional attacks,1st half,68.3,2.6
1543,1944.37,1964.37,9. Noname Noname,Sound FC 06,Passes accurate,1st half,68.3,2.6
1544,1945.64,1965.64,8. Noname A19,Sound FC 06,Challenges (won),1st half,60.2,10.0
1545,1945.64,1965.64,8. Noname A19,Sound FC 06,Lost balls,1st half,67.3,8.9
1546,1945.64,1965.64,8. Noname A19,Sound FC 06,Passes (inaccurate),1st half,60.2,10.0
1547,1945.64,1965.64,8. Noname A19,Sound FC 06,Positional attacks,1st half,60.2,10.0
1548,1945.64,1965.64,8. Noname A19,Sound FC 06,Positional attacks,1st half,60.2,10.0
1549,1945.64,1965.64,44. Xavi Dellisanti,Seattle United 06 Tango,Challenges (lost),1st half,44.8,58
1550,1946.52,1966.52,45. Matthew Roberts,Seattle United 06 Tango,Positional attacks,1st half,37.7,59.1
1551,1946.52,1966.52,45. Matthew Roberts,Seattle United 06 Tango,Passes accurate,1st half,37.7,59.1
1552,1946.52,1966.52,45. Matthew Roberts,Seattle United 06 Tango,Counter-attacks,1st half,37.7,59.1
1553,1946.52,1966.52,45. Matthew Roberts,Seattle United 06 Tango,Picking-ups,1st half,37.7,59.1
1554,1948.77,1968.77,46. Jacob Taylor,Seattle United 06 Tango,Counter-attacks,1st half,58.6,52.6
1555,1950.78,1970.78,46. Jacob Taylor,Seattle United 06 Tango,Counter-attacks,1st half,57.3,45.0
1556,1950.78,1970.78,46. Jacob Taylor,Seattle United 06 Tango,Passes accurate,1st half,57.3,45.0
1557,1953.27,1973.27,40. Mateo Garces,Seattle United 06 Tango,Counter-attacks,1st half,51.7,19.1
1558,1953.27,1973.27,40. Mateo Garces,Seattle United 06 Tango,Counter-attacks,1st half,51.7,19.1
1559,1953.27,1973.27,40. Mateo Garces,Seattle United 06 Tango,Dribbling,1st half,51.7,19.1
1560,1958.1,1978.1,40. Mateo Garces,Seattle United 06 Tango,Counter-attacks,1st half,71.2,4.2
1561,1958.1,1978.1,12. Noname A21,Sound FC 06,Challenges (lost),1st half,33.8,63.8
1562,1958.1,1978.1,40. Mateo Garces,Seattle United 06 Tango,Dribbles (Successful actions),1st half,71.2,4.2
1563,1958.1,1978.1,12. Noname A21,Sound FC 06,Tackles (Unsuccessful actions),1st half,33.8,63.8
1564,1960.1,1980.1,40. Mateo Garces,Seattle United 06 Tango,Counter-attacks,1st half,76.0,8.5
1565,1960.1,1980.1,40. Mateo Garces,Seattle United 06 Tango,Passes accurate,1st half,76.0,8.5
